,0
0,-12.24666666666667
1,-12.197333333333335
2,-12.246666666666668
3,-12.197333333333333
4,-12.093333333333334
5,-12.093333333333334
6,-11.356
7,-11.356
8,-11.356
9,-11.467
10,-11.467
11,-11.467
12,-11.141
13,-11.141
14,-10.695333333333336
15,-9.883666666666668
16,-10.695333333333332
17,-9.883666666666665
18,-9.574666666666667
19,-9.482000000000001
20,-9.950999999999999
21,-9.838
22,-10.743666666666668
23,-11.838
24,-12.856
25,-12.856
26,-12.856
27,-12.856
28,-11.634333333333336
29,-11.634333333333336
30,-11.634333333333336
31,-11.634333333333336
32,-12.466666666666669
33,-11.634333333333332
34,-12.466666666666667
35,-12.466666666666667
36,-9.846333333333334
37,-9.846333333333334
38,-10.414000000000001
39,-9.846333333333334
40,-10.414000000000001
41,-10.414000000000001
42,-13.133
43,-13.133
44,-12.328000000000001
45,-12.549000000000001
46,-12.328000000000001
47,-12.549
48,-11.657666666666666
49,-11.665666666666667
50,-11.338333333333333
51,-12.016333333333334
52,-12.075666666666665
53,-12.075666666666665
54,-12.767333333333335
55,-13.009
56,-12.767333333333333
57,-12.767333333333333
58,-12.828
59,-13.159
60,-13.159
61,-13.159
62,-13.159
63,-12.415
64,-12.415
65,-12.415
66,-12.415
67,-12.278
68,-12.278
69,-11.759333333333336
70,-11.54166666666667
71,-11.759333333333332
72,-11.541666666666666
73,-11.606333333333334
74,-11.606333333333334
75,-10.234666666666667
76,-10.906
77,-10.234666666666667
78,-10.234666666666667
79,-10.234666666666667
80,-10.741
81,-10.741
82,-10.741
83,-10.741
84,-10.761
85,-10.761
86,-10.761
87,-10.713
88,-10.713
89,-10.713
90,-10.713
91,-10.713
92,-10.713
93,-12.384
94,-12.384
95,-12.384
96,-12.384
97,-12.384
98,-12.384
99,-12.195
100,-12.195
101,-12.195
102,-12.195
103,-12.195
104,-12.195
105,-10.668
106,-10.668
107,-10.668
108,-10.668
109,-10.668
110,-10.668
111,-10.668
112,-10.668
113,-10.668
114,-10.668
115,-12.136
116,-12.136
117,-12.136
118,-12.136
119,-12.136
120,-12.136
121,-12.136
122,-11.766
123,-11.766
124,-11.563
125,-11.563
126,-11.563
127,-11.563
128,-11.563
129,-11.563
130,-11.728
131,-11.728
