,0
0,-8.379
1,-8.379
2,-8.379
3,-8.379
4,-8.379
5,-8.379
6,-7.260666666666668
7,-7.260666666666668
8,-7.260666666666668
9,-7.260666666666668
10,-7.260666666666668
11,-7.619000000000001
12,-7.260666666666668
13,-7.619
14,-6.9573333333333345
15,-7.275333333333333
16,-6.743333333333335
17,-7.182000000000001
18,-6.819666666666667
19,-7.369000000000001
20,-7.479333333333334
21,-7.479333333333334
22,-7.479333333333334
23,-7.479333333333334
24,-7.479333333333334
25,-7.479333333333334
26,-7.479333333333334
27,-7.479333333333334
28,-7.479333333333334
29,-7.479333333333334
30,-7.479333333333334
31,-7.479333333333334
32,-7.479333333333334
33,-7.479333333333334
34,-7.479333333333334
35,-7.479333333333334
36,-7.184
37,-7.184
38,-7.184
39,-7.184
40,-7.184
41,-7.184
42,-7.184
43,-7.184
44,-7.184
45,-7.184
46,-7.184
47,-7.184
48,-7.184
49,-7.184
50,-7.184
51,-7.184
52,-7.184
53,-7.184
54,-7.184
55,-7.184
56,-7.184
57,-7.184
58,-7.184
59,-7.184
60,-7.184
61,-7.184
62,-7.184
63,-7.184
64,-7.184
65,-7.184
66,-6.828
67,-6.828
68,-6.828
69,-6.828
70,-6.828
71,-6.828
72,-6.828
73,-6.828
74,-6.828
75,-6.828
76,-6.828
77,-6.828
78,-6.828
79,-6.828
80,-6.194
81,-6.828
82,-6.194000000000002
83,-6.655666666666668
84,-6.56
85,-7.029333333333334
86,-7.029333333333334
87,-6.699333333333333
88,-6.891333333333333
89,-6.6993333333333345
90,-6.891333333333335
91,-6.7620000000000005
92,-6.979
93,-6.979
94,-6.979
95,-6.979
96,-6.979
97,-6.979
98,-6.979
99,-6.979
100,-6.979
101,-6.979
102,-6.979
103,-6.979
104,-6.979
105,-6.979
106,-6.979
107,-7.002
108,-7.002
109,-7.002
110,-7.002
111,-7.002
112,-7.002
113,-7.002
114,-7.002
115,-7.002
116,-7.002
117,-7.002
118,-7.002
119,-7.002
120,-7.002
121,-7.002
122,-7.002
123,-7.002
124,-7.002
125,-7.002
126,-7.002
127,-7.002
128,-7.002
129,-7.002
130,-7.002
131,-7.002
132,-7.002
133,-7.002
134,-7.002
135,-7.002
136,-7.002
137,-7.002
138,-7.002
139,-7.002
140,-7.002
141,-7.002
142,-7.002
143,-7.002
144,-7.002
145,-7.002
146,-7.857666666666667
147,-7.857666666666667
148,-7.857666666666667
149,-7.857666666666667
150,-7.857666666666667
151,-7.857666666666667
152,-7.857666666666667
153,-7.857666666666667
154,-7.857666666666667
155,-7.857666666666667
156,-7.857666666666667
157,-7.857666666666667
158,-7.857666666666667
159,-7.857666666666667
160,-7.857666666666667
161,-7.857666666666667
162,-7.857666666666667
163,-7.857666666666667
164,-7.857666666666667
165,-7.857666666666667
166,-7.857666666666667
167,-7.857666666666667
168,-7.857666666666667
169,-7.857666666666667
170,-7.857666666666667
171,-7.389
172,-7.857666666666667
173,-7.389
174,-7.7683333333333335
175,-7.342666666666667
176,-7.711000000000001
177,-7.391000000000001
178,-7.391000000000001
179,-7.391000000000001
180,-7.391000000000001
181,-7.391000000000001
182,-7.391000000000001
183,-7.391000000000001
184,-7.391000000000001
185,-7.391000000000001
186,-7.391000000000001
187,-7.391000000000001
188,-7.391000000000001
189,-7.391000000000001
190,-7.391000000000001
191,-7.391000000000001
192,-7.391000000000001
