,0
0,-1.889
1,-1.889
2,-1.629
3,-1.629
4,-1.629
5,-1.744
6,-1.744
7,-1.744
8,-0.595
9,-0.595
10,-0.595
11,-0.243
12,-0.243
13,-0.243
14,-0.634
15,-0.634
16,-0.634
17,-0.634
18,-0.634
19,-0.634
20,-0.629
21,-0.629
22,-0.629
23,-0.629
24,-0.629
25,-0.387
26,-0.387
27,-0.387
28,-1.301
29,-1.301
30,-1.301
31,-1.114
32,-1.114
33,-1.114
34,-1.114
35,-1.114
36,-1.114
37,-1.114
38,-1.114
39,-1.114
40,-1.114
41,-1.114
42,-0.823
43,-0.823
44,-0.823
45,-0.823
46,-0.823
47,-0.823
48,-0.823
49,-0.823
50,-0.823
51,-0.823
52,-1.223
53,-1.223
54,-1.223
55,-1.881
56,-1.881
57,-1.881
58,-1.66
59,-1.66
60,-1.66
61,-1.057
62,-1.057
63,-1.057
64,-1.057
65,-1.057
66,-1.057
67,-1.057
68,-1.057
69,-0.085
70,-0.085
71,-0.085
72,-0.085
73,-0.085
74,-0.085
75,-0.085
76,-0.085
77,-0.085
78,-0.443
79,-0.443
80,-0.443
81,-0.443
82,-0.443
83,-0.443
84,-1.944
85,-1.944
86,-1.944
87,-1.944
88,-0.412
89,-0.412
90,-0.412
91,-1.645
92,-1.645
93,-1.645
94,-0.194
95,-0.194
96,-0.194
97,-1.042
98,-1.042
99,-1.042
100,-0.324
101,-0.324
102,-0.324
103,-0.324
104,-0.324
105,-0.324
106,-1.194
107,-1.194
108,-1.194
109,-1.194
110,-1.194
111,-1.194
112,-1.104
113,-1.104
114,-1.104
115,-0.904
116,-0.904
117,-0.904
118,-0.904
119,-1.178
120,-1.178
121,-1.178
122,-1.178
123,-1.178
124,-1.178
125,-1.178
126,-1.182
127,-1.182
128,-1.182
129,-1.182
130,-1.182
131,-1.182
132,-0.45
133,-0.45
134,-0.45
135,-0.587
136,-0.587
137,-0.587
138,-0.587
139,-0.587
140,-0.587
141,-0.386
142,-0.386
143,-0.386
144,-0.386
145,-0.386
146,-0.386
147,-0.386
148,-0.386
149,-0.386
150,-0.386
151,-0.386
152,-1.925
153,-1.925
154,-1.925
155,-1.925
156,-1.925
157,-1.925
158,-1.925
159,-1.925
160,-1.925
161,-1.925
162,-1.925
163,-1.925
164,-0.045
165,-0.045
166,-0.045
167,-0.045
168,-0.045
169,-0.045
170,-0.045
171,-0.045
172,-0.045
173,-0.059
174,-0.059
175,-0.059
176,-0.059
177,-0.167
178,-0.167
179,-0.167
180,-0.167
181,-0.167
182,-1.076
183,-1.076
184,-1.076
185,-1.076
186,-0.759
187,-0.759
188,-0.759
189,-0.759
190,-0.759
191,-0.998
192,-0.998
193,-0.998
194,-0.998
195,-0.398
196,-0.398
