,0
0,86.061
1,86.061
2,86.061
3,86.061
4,86.061
5,86.061
6,86.061
7,86.061
8,86.061
9,86.061
10,86.061
11,86.061
12,86.061
13,86.061
14,86.061
15,86.29366666666665
16,86.29366666666665
17,86.29366666666665
18,86.29366666666665
19,86.29366666666665
20,86.29366666666665
21,86.29366666666665
22,86.29366666666665
23,86.29366666666665
24,86.29366666666665
25,86.29366666666665
26,86.29366666666665
27,86.29366666666665
28,86.29366666666665
29,86.29366666666665
30,86.01233333333333
31,86.29366666666665
32,86.01233333333333
33,85.16166666666666
34,84.88166666666666
35,84.88166666666666
36,84.795
37,84.795
38,84.795
39,84.815
40,84.815
41,84.815
42,85.45966666666665
43,85.63566666666667
44,85.45966666666668
45,85.63566666666667
46,85.63566666666667
47,85.7
48,85.7
49,85.7
50,85.7
51,85.7
52,85.7
53,85.7
54,85.7
55,86.01966666666665
56,86.01966666666665
57,86.01966666666665
58,86.01966666666665
59,86.01966666666665
60,86.01966666666665
61,86.01966666666665
62,86.462
63,86.01966666666665
64,86.01966666666665
65,86.834
66,86.834
67,86.881
68,86.881
69,86.881
70,86.881
71,86.881
72,86.992
73,86.992
74,86.992
75,86.992
76,86.992
77,86.992
78,86.992
79,86.992
80,86.992
81,86.992
82,86.992
83,87.411
84,87.411
85,87.411
86,87.411
87,87.411
88,87.411
89,87.411
90,87.411
91,87.052
92,87.518
93,87.518
94,87.518
95,87.518
96,87.518
97,87.518
98,87.518
99,87.518
100,87.518
101,87.518
102,87.518
103,87.518
104,87.518
105,87.518
106,87.518
107,87.559
108,87.559
109,87.559
110,87.559
111,87.559
112,87.559
113,87.559
114,87.559
115,87.559
116,87.559
117,87.559
118,87.559
119,87.559
120,87.559
121,87.559
122,87.559
123,87.559
124,87.559
125,87.559
126,87.559
127,87.559
128,87.559
129,87.559
130,87.559
131,87.559
132,87.559
133,87.559
