,0
0,0.09927448822866126
1,0.001803760611539406
2,0.009434271932655131
3,-0.10747938607411119
4,-0.21988120167484407
5,-0.15446293213916715
6,-0.17114222156896466
7,-0.2923380836447059
8,-0.4074158814292419
9,-0.4222692014318791
10,-0.47435596349660986
11,-0.47585709804976756
12,-0.5654986195260412
13,-0.560546638548496
14,-0.5886149860762967
15,-0.6821725764466042
16,-0.7019251427524493
17,-0.6477996504367411
18,-0.7084988771667603
19,-0.7395295529893161
20,-0.6936833240376087
21,-0.7731199251051512
22,-0.8432956884350838
23,-0.844337497420867
24,-0.7012513506732112
25,-0.7797392505391966
26,-0.7464887547868947
27,-0.6586223836958361
28,-0.6622083432169532
29,-0.6416508072475671
30,-0.6707967839301721
31,-0.6546058181231553
32,-0.5463215093769007
33,-0.593150421119241
34,-0.4974011447431097
35,-0.46306970173801076
36,-0.38616897939885036
37,-0.32184098235794834
38,-0.30034164714881756
39,-0.27963590977611763
40,-0.19183096143099165
41,-0.22617098202686703
42,-0.1498465152859856
43,-0.08937131650043978
44,-0.01745951181826091
45,0.09818151290765187
46,0.20308297616372795
47,0.21498821561444656
48,0.25111410993239314
49,0.3070842145849546
50,0.4126805237724533
51,0.48486101846756424
52,0.49174802047749
53,0.5954075603494191
54,0.6078919666412573
55,0.6817307582939324
56,0.7332431896719411
57,0.7290123298235258
58,0.7633113155712484
59,0.7994689954760305
60,0.8234975565009955
61,0.8557081280206889
62,0.9205010105738698
63,0.8799240013117212
64,0.9212593051711376
65,0.9231328204170833
66,0.984407794994428
67,1.0
68,0.9935829427472556
69,0.9272760982834187
70,0.9197785022587891
71,0.9274740284239519
72,0.9032703840700816
73,0.864132518235757
74,0.8668977643824385
75,0.8238636467402021
76,0.8396694267522762
77,0.7320644955650065
78,0.7127080122887515
79,0.6695870336660883
80,0.6513137758332472
81,0.6433326948526285
82,0.5337821249358999
83,0.49885154823378947
84,0.3818298515618724
85,0.3220602914699784
86,0.3428975169677973
87,0.27331814229821033
88,0.24295722373072828
89,0.16621822415475462
90,0.13688695194730352
